id,title,color,ssd,manufacturer,price,promo_price,code,num_reviews,screen_diagonal,resolution
2c7abaed-52c5-4210-bc52-8ee361afefa4,Мобільний телефон Apple iPhone 16 Pro Max 256GB Black Titanium (MYWV3),U0961530,256 Gb,Apple,65799,,U0961530,1,6.9,1320х2868
