id,url,product_id
02a82930-611e-4482-b790-a78c51c88f6d,https://brain.com.ua/static/images/prod_img/9/0/U0854690_2_1739047988.jpg,dcd28de2-2948-449b-ad79-7e4cd48187d8
0878354f-5268-4543-a78e-728cd8353a9e,https://brain.com.ua/static/images/prod_img/3/4/U0961534_9_1738426684.jpg,82730c2b-f80e-40e4-ab84-43d9c2d18796
0b741832-b496-46c5-b8f0-8be5b3b039dc,https://brain.com.ua/static/images/prod_img/9/3/U0854693_3_1739048002.jpg,dcd28de2-2948-449b-ad79-7e4cd48187d8
0c5418a6-2701-4686-9f83-eb719ebb9d85,https://brain.com.ua/static/images/prod_img/3/3/U0961533_6_1738426670.jpg,82730c2b-f80e-40e4-ab84-43d9c2d18796
0e677959-f7c5-4443-b629-cc968223c085,https://brain.com.ua/static/images/prod_img/3/3/U0961533_9_1738426674.jpg,82730c2b-f80e-40e4-ab84-43d9c2d18796
0f83b241-fa6c-4b06-bbae-c02a8f4f19a5,https://brain.com.ua/static/images/prod_img/3/3/U0961533_4_1738426667.jpg,82730c2b-f80e-40e4-ab84-43d9c2d18796
112dfe31-60bf-4122-b5d5-5d50254a7a43,https://brain.com.ua/static/images/prod_img/3/2/U0961532_1738426654.jpg,82730c2b-f80e-40e4-ab84-43d9c2d18796
143164f7-5d6c-4c77-8444-78815079ebb4,https://brain.com.ua/static/images/prod_img/2/6/U0961526_5_1738426594.jpg,82730c2b-f80e-40e4-ab84-43d9c2d18796
1c9d799c-e63f-423f-b250-f2813da11550,https://brain.com.ua/static/images/prod_img/9/0/U0854690_3_1739047990.jpg,dcd28de2-2948-449b-ad79-7e4cd48187d8
2141845e-e53e-48fc-bcd6-5292ce3e82ff,https://brain.com.ua/static/images/prod_img/3/0/U0961530_3small_1738426635.jpg,82730c2b-f80e-40e4-ab84-43d9c2d18796
2e6a8ab7-d283-425e-b889-7fd156c48de3,https://brain.com.ua/static/images/prod_img/3/4/U0961534_1738426675.jpg,82730c2b-f80e-40e4-ab84-43d9c2d18796
35e7810d-2804-429d-b01d-1218a87a84a1,https://brain.com.ua/static/images/prod_img/3/2/U0961532_9_1738426663.jpg,82730c2b-f80e-40e4-ab84-43d9c2d18796
38bd765e-09c2-4367-9549-985fb081450d,https://brain.com.ua/static/images/prod_img/9/0/U0854690_4_1739047991.jpg,dcd28de2-2948-449b-ad79-7e4cd48187d8
3958ad66-ccea-4a85-9b25-606ec52e3b0e,https://brain.com.ua/static/images/prod_img/9/3/U0854693_2_1739048001.jpg,dcd28de2-2948-449b-ad79-7e4cd48187d8
3cb5f2df-4c3d-41ce-8678-9c27fa575af1,https://brain.com.ua/static/images/prod_img/9/3/U0854693_1739048000.jpg,dcd28de2-2948-449b-ad79-7e4cd48187d8
4043d4ce-684d-40a5-8f3f-c8b4ccc76bad,https://brain.com.ua/static/images/prod_img/3/2/U0961532_4_1738426657.jpg,82730c2b-f80e-40e4-ab84-43d9c2d18796
41ca6770-5b82-4b4d-91db-8352b3d20c4d,https://brain.com.ua/static/images/prod_img/9/1/U0854691_3_1739047995.jpg,dcd28de2-2948-449b-ad79-7e4cd48187d8
459e1270-9f87-42a3-9385-83110e902b7c,https://brain.com.ua/static/images/prod_img/2/6/U0961526_8_1738426598.jpg,82730c2b-f80e-40e4-ab84-43d9c2d18796
470b35b6-536e-4660-a86e-43df79ce53ac,https://brain.com.ua/static/images/prod_img/2/6/U0961526_7_1738426597.jpg,82730c2b-f80e-40e4-ab84-43d9c2d18796
4bdd0afc-1393-4176-9894-49b2049b652a,https://brain.com.ua/static/images/prod_img/3/0/U0961530_7small_1738426640.jpg,82730c2b-f80e-40e4-ab84-43d9c2d18796
5007c996-84d3-451f-990d-e074f6ac506d,https://brain.com.ua/static/images/prod_img/3/1/U0961531_4_1738426646.jpg,82730c2b-f80e-40e4-ab84-43d9c2d18796
5621f1c3-d3dc-46eb-b099-18f3c1e25faf,https://brain.com.ua/static/images/prod_img/3/1/U0961531_7_1738426650.jpg,82730c2b-f80e-40e4-ab84-43d9c2d18796
5e2b4679-e7f6-41db-948f-7e5b75ac4771,https://brain.com.ua/static/images/prod_img/3/2/U0961532_6_1738426659.jpg,82730c2b-f80e-40e4-ab84-43d9c2d18796
627e9b27-7341-4a7a-b73f-e29e32f7995d,https://brain.com.ua/static/images/prod_img/3/1/U0961531_1738426643.jpg,82730c2b-f80e-40e4-ab84-43d9c2d18796
67f81eaa-3707-4936-a160-8fd6adf9eb10,https://brain.com.ua/static/images/prod_img/3/2/U0961532_5_1738426658.jpg,82730c2b-f80e-40e4-ab84-43d9c2d18796
69bdbd66-b6c5-471d-81f7-2b72decec32c,https://brain.com.ua/static/images/prod_img/9/0/U0854690_1739047987.jpg,dcd28de2-2948-449b-ad79-7e4cd48187d8
6b5c6786-de33-48b4-bfe3-0b9197b03e5a,https://brain.com.ua/static/images/prod_img/3/0/U0961530_5small_1738426637.jpg,82730c2b-f80e-40e4-ab84-43d9c2d18796
6ebf8221-5640-4f3b-ba02-81d44604f83e,https://brain.com.ua/static/images/prod_img/3/0/U0961530_4small_1738426636.jpg,82730c2b-f80e-40e4-ab84-43d9c2d18796
7079d874-feb9-4f00-83dc-350cdeb597d7,https://brain.com.ua/static/images/prod_img/3/3/U0961533_8_1738426672.jpg,82730c2b-f80e-40e4-ab84-43d9c2d18796
72e877a5-8439-4c07-8baa-6a93e9433144,https://brain.com.ua/static/images/prod_img/3/4/U0961534_6_1738426680.jpg,82730c2b-f80e-40e4-ab84-43d9c2d18796
775f4693-4481-4289-8679-4114c090fffa,https://brain.com.ua/static/images/prod_img/9/4/U0854694_2_1739048004.jpg,dcd28de2-2948-449b-ad79-7e4cd48187d8
77ff6228-1735-478a-bf59-d33b89b559ca,https://brain.com.ua/static/images/prod_img/3/4/U0961534_5_1738426679.jpg,82730c2b-f80e-40e4-ab84-43d9c2d18796
8189bf92-f918-4eb5-b688-8adb397e87d7,https://brain.com.ua/static/images/prod_img/3/2/U0961532_3_1738426656.jpg,82730c2b-f80e-40e4-ab84-43d9c2d18796
87431607-434b-467d-8ece-570f2a15652d,https://brain.com.ua/static/images/prod_img/3/3/U0961533_7_1738426671.jpg,82730c2b-f80e-40e4-ab84-43d9c2d18796
91343e9a-eed4-434d-9a9a-ae17095b40da,https://brain.com.ua/static/images/prod_img/3/2/U0961532_8_1738426662.jpg,82730c2b-f80e-40e4-ab84-43d9c2d18796
92f05f2b-0929-419a-bec4-2454b9f18fa1,https://brain.com.ua/static/images/prod_img/3/4/U0961534_7_1738426682.jpg,82730c2b-f80e-40e4-ab84-43d9c2d18796
9639309e-c5b7-44bb-a4d3-a275f49bd407,https://brain.com.ua/static/images/prod_img/3/4/U0961534_8_1738426683.jpg,82730c2b-f80e-40e4-ab84-43d9c2d18796
