id,title,color,ssd,manufacturer,price,promo_price,code,num_reviews,screen_diagonal,resolution
82730c2b-f80e-40e4-ab84-43d9c2d18796,Мобільний телефон Apple iPhone 16 Pro Max 256GB Black Titanium (MYWV3),чорний,256 Gb,Apple,65799,,U0961530,1,6.9,1320х2868
dcd28de2-2948-449b-ad79-7e4cd48187d8,Мобільний телефон Apple iPhone 15 128GB Black (MTP03),чорний,128 Gb,Apple,35499,,U0854689,1,6.1,1179х2556
